tags,elapsed_s,start_unix,end_unix
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/325287f6-2abb-45d3-ae91-5de988365c3f.jsonl']",201.34,1713084719.73,1713084921.07
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/c2a33075-b4d7-4dbe-8598-1d845a58f527.jsonl']",201.42,1713084719.76,1713084921.18
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/325287f6-2abb-45d3-ae91-5de988365c3f.jsonl']",0.17,1713084921.07,1713084921.25
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/325287f6-2abb-45d3-ae91-5de988365c3f.jsonl']",218.74,1713084702.50,1713084921.25
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/9cbe359c-3ef4-4145-bcff-36837e34ab3f.jsonl']",0.00,1713084921.26,1713084921.26
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/9cbe359c-3ef4-4145-bcff-36837e34ab3f.jsonl']",0.17,1713084921.26,1713084921.42
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/c2a33075-b4d7-4dbe-8598-1d845a58f527.jsonl']",0.13,1713084921.18,1713084921.31
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/c2a33075-b4d7-4dbe-8598-1d845a58f527.jsonl']",218.81,1713084702.50,1713084921.31
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/aa834cfc-8f08-4d9c-ac57-86d634ceb17a.jsonl']",0.00,1713084921.32,1713084921.32
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/aa834cfc-8f08-4d9c-ac57-86d634ceb17a.jsonl']",0.18,1713084921.32,1713084921.50
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/cd5bce10-3f43-41e9-ad89-cd8a76697c91.jsonl']",202.15,1713084765.69,1713084967.84
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/70c5be30-3bb9-44d5-bf0f-12fe9ec71865.jsonl']",202.36,1713084765.53,1713084967.89
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/99ea0667-c6f4-43c1-84d7-dfeb717c75bc.jsonl']",202.24,1713084765.81,1713084968.05
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/10d7ec1d-770d-42a2-b9c1-78c69332315d.jsonl']",202.56,1713084765.81,1713084968.37
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/cd5bce10-3f43-41e9-ad89-cd8a76697c91.jsonl']",1.03,1713084967.84,1713084968.87
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/cd5bce10-3f43-41e9-ad89-cd8a76697c91.jsonl']",259.74,1713084709.13,1713084968.87
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6ce9b36f-e1b9-4e07-b1d1-55d519fb4a26.jsonl']",0.00,1713084968.89,1713084968.89
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6ce9b36f-e1b9-4e07-b1d1-55d519fb4a26.jsonl']",0.18,1713084968.89,1713084969.07
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/99ea0667-c6f4-43c1-84d7-dfeb717c75bc.jsonl']",0.82,1713084968.05,1713084968.87
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/99ea0667-c6f4-43c1-84d7-dfeb717c75bc.jsonl']",259.74,1713084709.13,1713084968.87
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/8e52f243-2765-47f8-a9ed-462a9ab9d719.jsonl']",0.00,1713084968.89,1713084968.89
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/8e52f243-2765-47f8-a9ed-462a9ab9d719.jsonl']",0.19,1713084968.89,1713084969.09
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/10d7ec1d-770d-42a2-b9c1-78c69332315d.jsonl']",0.50,1713084968.37,1713084968.87
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/10d7ec1d-770d-42a2-b9c1-78c69332315d.jsonl']",259.74,1713084709.13,1713084968.87
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f30de93-d1c5-482d-a0f5-462dca0f266c.jsonl']",0.00,1713084968.89,1713084968.89
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f30de93-d1c5-482d-a0f5-462dca0f266c.jsonl']",0.19,1713084968.89,1713084969.09
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/70c5be30-3bb9-44d5-bf0f-12fe9ec71865.jsonl']",0.98,1713084967.89,1713084968.87
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/70c5be30-3bb9-44d5-bf0f-12fe9ec71865.jsonl']",259.75,1713084709.13,1713084968.87
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fccd8f6d-1f67-4b1e-99de-3b7b2913e33b.jsonl']",0.00,1713084968.89,1713084968.89
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fccd8f6d-1f67-4b1e-99de-3b7b2913e33b.jsonl']",0.19,1713084968.89,1713084969.09
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/71fbfa1b-86b8-4fe5-bb79-815ada5891dd.jsonl']",198.59,1713084920.90,1713085119.49
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3be707ef-ea65-4370-9c82-a5824ccdd852.jsonl']",198.83,1713084920.90,1713085119.74
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/71fbfa1b-86b8-4fe5-bb79-815ada5891dd.jsonl']",0.33,1713085119.49,1713085119.82
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/71fbfa1b-86b8-4fe5-bb79-815ada5891dd.jsonl']",199.11,1713084920.71,1713085119.82
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/4c743cc2-2e66-4fe3-9463-09fa530b1c62.jsonl']",0.00,1713085119.83,1713085119.83
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/4c743cc2-2e66-4fe3-9463-09fa530b1c62.jsonl']",0.19,1713085119.83,1713085120.02
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3be707ef-ea65-4370-9c82-a5824ccdd852.jsonl']",0.10,1713085119.74,1713085119.83
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3be707ef-ea65-4370-9c82-a5824ccdd852.jsonl']",199.13,1713084920.71,1713085119.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ffe12fdb-5374-4ddb-a77a-496bcbc6b655.jsonl']",0.00,1713085119.85,1713085119.85
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ffe12fdb-5374-4ddb-a77a-496bcbc6b655.jsonl']",0.19,1713085119.85,1713085120.04
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/9cbe359c-3ef4-4145-bcff-36837e34ab3f.jsonl']",199.96,1713084921.42,1713085121.38
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/aa834cfc-8f08-4d9c-ac57-86d634ceb17a.jsonl']",199.96,1713084921.50,1713085121.46
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/9cbe359c-3ef4-4145-bcff-36837e34ab3f.jsonl']",0.10,1713085121.38,1713085121.48
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/9cbe359c-3ef4-4145-bcff-36837e34ab3f.jsonl']",200.23,1713084921.26,1713085121.48
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/670e7537-eee6-4519-bf00-5d8f1ae4d9de.jsonl']",0.00,1713085121.50,1713085121.50
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/670e7537-eee6-4519-bf00-5d8f1ae4d9de.jsonl']",0.17,1713085121.50,1713085121.66
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/aa834cfc-8f08-4d9c-ac57-86d634ceb17a.jsonl']",0.09,1713085121.46,1713085121.55
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/aa834cfc-8f08-4d9c-ac57-86d634ceb17a.jsonl']",200.22,1713084921.32,1713085121.55
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/00cc6b91-591d-436c-8887-1d30288cdd01.jsonl']",0.00,1713085121.56,1713085121.56
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/00cc6b91-591d-436c-8887-1d30288cdd01.jsonl']",0.18,1713085121.56,1713085121.74
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/8e52f243-2765-47f8-a9ed-462a9ab9d719.jsonl']",197.89,1713084969.09,1713085166.98
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/8e52f243-2765-47f8-a9ed-462a9ab9d719.jsonl']",0.11,1713085166.98,1713085167.09
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/8e52f243-2765-47f8-a9ed-462a9ab9d719.jsonl']",198.20,1713084968.89,1713085167.09
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fa15cb21-ce87-495f-8b0c-a892a797fcc1.jsonl']",0.00,1713085167.10,1713085167.10
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fa15cb21-ce87-495f-8b0c-a892a797fcc1.jsonl']",0.15,1713085167.10,1713085167.26
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fccd8f6d-1f67-4b1e-99de-3b7b2913e33b.jsonl']",198.36,1713084969.09,1713085167.45
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fccd8f6d-1f67-4b1e-99de-3b7b2913e33b.jsonl']",0.11,1713085167.45,1713085167.56
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fccd8f6d-1f67-4b1e-99de-3b7b2913e33b.jsonl']",198.66,1713084968.89,1713085167.56
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/a809c96e-69e3-4c9d-85c4-ce0e5b84490f.jsonl']",0.00,1713085167.57,1713085167.57
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/a809c96e-69e3-4c9d-85c4-ce0e5b84490f.jsonl']",0.16,1713085167.57,1713085167.73
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6ce9b36f-e1b9-4e07-b1d1-55d519fb4a26.jsonl']",198.64,1713084969.07,1713085167.71
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6ce9b36f-e1b9-4e07-b1d1-55d519fb4a26.jsonl']",0.11,1713085167.71,1713085167.82
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6ce9b36f-e1b9-4e07-b1d1-55d519fb4a26.jsonl']",198.92,1713084968.89,1713085167.82
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/edc02215-31ff-44a4-9e36-71a293524d4f.jsonl']",0.00,1713085167.83,1713085167.83
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/edc02215-31ff-44a4-9e36-71a293524d4f.jsonl']",0.19,1713085167.83,1713085168.02
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f30de93-d1c5-482d-a0f5-462dca0f266c.jsonl']",199.20,1713084969.09,1713085168.29
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f30de93-d1c5-482d-a0f5-462dca0f266c.jsonl']",0.11,1713085168.29,1713085168.40
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f30de93-d1c5-482d-a0f5-462dca0f266c.jsonl']",199.51,1713084968.89,1713085168.40
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/e77fe152-b3e9-40c2-8fa9-43a70b6a1bf8.jsonl']",0.00,1713085168.41,1713085168.41
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/e77fe152-b3e9-40c2-8fa9-43a70b6a1bf8.jsonl']",0.19,1713085168.41,1713085168.60
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ffe12fdb-5374-4ddb-a77a-496bcbc6b655.jsonl']",198.62,1713085120.04,1713085318.66
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ffe12fdb-5374-4ddb-a77a-496bcbc6b655.jsonl']",0.13,1713085318.67,1713085318.80
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ffe12fdb-5374-4ddb-a77a-496bcbc6b655.jsonl']",198.95,1713085119.85,1713085318.80
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/629af9c3-36d1-464f-a47a-2cab1588a772.jsonl']",0.00,1713085318.82,1713085318.82
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/629af9c3-36d1-464f-a47a-2cab1588a772.jsonl']",0.13,1713085318.82,1713085318.96
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/4c743cc2-2e66-4fe3-9463-09fa530b1c62.jsonl']",198.79,1713085120.02,1713085318.81
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/4c743cc2-2e66-4fe3-9463-09fa530b1c62.jsonl']",0.16,1713085318.81,1713085318.98
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/4c743cc2-2e66-4fe3-9463-09fa530b1c62.jsonl']",199.14,1713085119.83,1713085318.98
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/91d40b64-3dcb-4937-8815-b1899f17805c.jsonl']",0.00,1713085318.99,1713085318.99
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/91d40b64-3dcb-4937-8815-b1899f17805c.jsonl']",0.19,1713085318.99,1713085319.18
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/670e7537-eee6-4519-bf00-5d8f1ae4d9de.jsonl']",199.62,1713085121.66,1713085321.28
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/670e7537-eee6-4519-bf00-5d8f1ae4d9de.jsonl']",0.20,1713085321.28,1713085321.48
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/670e7537-eee6-4519-bf00-5d8f1ae4d9de.jsonl']",199.98,1713085121.50,1713085321.48
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/a959e787-eba6-4df4-a71d-cc929b57d512.jsonl']",0.00,1713085321.49,1713085321.49
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/a959e787-eba6-4df4-a71d-cc929b57d512.jsonl']",0.17,1713085321.49,1713085321.66
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/00cc6b91-591d-436c-8887-1d30288cdd01.jsonl']",200.16,1713085121.74,1713085321.90
"['wrote-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/00cc6b91-591d-436c-8887-1d30288cdd01.jsonl']",0.18,1713085321.90,1713085322.07
"['finished-embedding', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/00cc6b91-591d-436c-8887-1d30288cdd01.jsonl']",200.51,1713085121.56,1713085322.07
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3f747532-8e7c-4ea0-8753-c8a155769111.jsonl']",0.00,1713085322.09,1713085322.09
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3f747532-8e7c-4ea0-8753-c8a155769111.jsonl']",0.19,1713085322.09,1713085322.28
"['computed-embeddings', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/fa15cb21-ce87-495f-8b0c-a892a797fcc1.jsonl']",198.08,1713085167.26,1713085365.33
