tags,elapsed_s,start_unix,end_unix
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/350b8917-d6f7-407a-88cb-f5447461c5c9.jsonl']",86.66,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/350b8917-d6f7-407a-88cb-f5447461c5c9.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/d14d31d4-e961-4949-a8db-9dadba422e34.jsonl']",86.93,1713087233.93,1713087320.85
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/d14d31d4-e961-4949-a8db-9dadba422e34.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/20065710-f74d-4023-b9d2-ccfa4adc6f63.jsonl']",86.95,1713087233.93,1713087320.88
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/20065710-f74d-4023-b9d2-ccfa4adc6f63.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6f5791cf-4d54-4a05-8a0a-f82170dbdc92.jsonl']",86.80,1713087233.93,1713087320.72
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6f5791cf-4d54-4a05-8a0a-f82170dbdc92.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/b1649716-f002-4cb9-a41a-c216ce170fff.jsonl']",86.96,1713087233.93,1713087320.88
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/b1649716-f002-4cb9-a41a-c216ce170fff.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f0f36842-9bd1-45b4-917d-df0208892206.jsonl']",86.66,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f0f36842-9bd1-45b4-917d-df0208892206.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ec3e9747-9815-4a2e-ae82-81ab50f6fab3.jsonl']",86.77,1713087233.93,1713087320.70
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ec3e9747-9815-4a2e-ae82-81ab50f6fab3.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/e730c3ee-1ef2-4f57-a789-340549d7e9b3.jsonl']",86.68,1713087233.93,1713087320.60
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/e730c3ee-1ef2-4f57-a789-340549d7e9b3.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/50cada10-7843-41e8-b0c4-4a243e1a3968.jsonl']",86.75,1713087233.93,1713087320.67
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/50cada10-7843-41e8-b0c4-4a243e1a3968.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/b7226432-d998-4967-992d-98e53e398290.jsonl']",86.66,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/b7226432-d998-4967-992d-98e53e398290.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/d7c679e9-fae3-4b15-adf3-8fbc2c9a1f38.jsonl']",86.93,1713087233.93,1713087320.86
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/d7c679e9-fae3-4b15-adf3-8fbc2c9a1f38.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3f747532-8e7c-4ea0-8753-c8a155769111.jsonl']",86.77,1713087233.93,1713087320.69
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3f747532-8e7c-4ea0-8753-c8a155769111.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/a959e787-eba6-4df4-a71d-cc929b57d512.jsonl']",86.71,1713087233.93,1713087320.63
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/a959e787-eba6-4df4-a71d-cc929b57d512.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f32807e-192b-4c32-809a-582fe6f60dd9.jsonl']",86.94,1713087233.93,1713087320.87
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/2f32807e-192b-4c32-809a-582fe6f60dd9.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/629af9c3-36d1-464f-a47a-2cab1588a772.jsonl']",86.83,1713087233.93,1713087320.76
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/629af9c3-36d1-464f-a47a-2cab1588a772.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ca651df3-cb78-4e97-b7f1-9653621b2b60.jsonl']",86.85,1713087233.93,1713087320.78
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/ca651df3-cb78-4e97-b7f1-9653621b2b60.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/391fc646-9242-4022-87ef-eca710bd9df8.jsonl']",86.67,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/391fc646-9242-4022-87ef-eca710bd9df8.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/d9874d89-5acc-4e79-aa2d-2cdb819ac39b.jsonl']",86.93,1713087233.93,1713087320.86
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/d9874d89-5acc-4e79-aa2d-2cdb819ac39b.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f7034064-2d61-4f36-b02f-f696416fdb3b.jsonl']",86.67,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f7034064-2d61-4f36-b02f-f696416fdb3b.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/953c5fa2-d11d-4844-863e-fdb585ec879d.jsonl']",86.66,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/953c5fa2-d11d-4844-863e-fdb585ec879d.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/e77fe152-b3e9-40c2-8fa9-43a70b6a1bf8.jsonl']",86.66,1713087233.93,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/e77fe152-b3e9-40c2-8fa9-43a70b6a1bf8.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6b66f770-8676-4cfd-9a5b-fb156f4d2aec.jsonl']",86.83,1713087233.93,1713087320.76
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/6b66f770-8676-4cfd-9a5b-fb156f4d2aec.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/bd09dcd1-db58-4069-ade5-ad16b663f215.jsonl']",86.67,1713087233.93,1713087320.60
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/bd09dcd1-db58-4069-ade5-ad16b663f215.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/1217cf16-c54d-4ab2-bb40-61a16617ac8e.jsonl']",86.67,1713087233.92,1713087320.59
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/1217cf16-c54d-4ab2-bb40-61a16617ac8e.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/70ac80d6-514a-4c86-992a-4bfa8aa8cc93.jsonl']",86.80,1713087233.93,1713087320.73
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/70ac80d6-514a-4c86-992a-4bfa8aa8cc93.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/beee9699-34ed-4991-8e14-76710b31d25b.jsonl']",86.63,1713087233.93,1713087320.56
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/beee9699-34ed-4991-8e14-76710b31d25b.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/91d40b64-3dcb-4937-8815-b1899f17805c.jsonl']",86.65,1713087233.93,1713087320.57
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/91d40b64-3dcb-4937-8815-b1899f17805c.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/36c75a43-f43d-4ee9-a4de-ac833bdbd68c.jsonl']",86.65,1713087233.93,1713087320.57
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/36c75a43-f43d-4ee9-a4de-ac833bdbd68c.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f1cf7817-1c74-4f8a-9c46-12e2114ddca7.jsonl']",86.71,1713087233.93,1713087320.63
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f1cf7817-1c74-4f8a-9c46-12e2114ddca7.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f6d54257-f69a-45c3-a799-6641412f6281.jsonl']",86.93,1713087233.93,1713087320.86
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/f6d54257-f69a-45c3-a799-6641412f6281.jsonl']",0.19,1713087326.64,1713087326.84
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/91a697c9-74bc-47cb-a8ca-e0140a40d96f.jsonl']",86.64,1713087233.93,1713087320.57
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/91a697c9-74bc-47cb-a8ca-e0140a40d96f.jsonl']",0.19,1713087326.64,1713087326.83
"['loaded-encoder', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3f2ed6f9-ee40-4e92-ad03-b086489b8211.jsonl']",86.65,1713087233.93,1713087320.57
"['loaded-dataset', '/lus/eagle/projects/tpc/braceal/metric-rag/data/parsed_pdfs/scaling/scaling-data/nougat.scaling.data/3f2ed6f9-ee40-4e92-ad03-b086489b8211.jsonl']",0.19,1713087326.64,1713087326.83
