tags,elapsed_s,start_unix,end_unix
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",44.62,1713148883.16,1713148927.78
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",0.08,1713148928.53,1713148928.61
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",45.13,1713148883.17,1713148928.29
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",0.08,1713148928.71,1713148928.79
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",45.44,1713148882.74,1713148928.18
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",0.10,1713148928.71,1713148928.81
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",45.21,1713148883.12,1713148928.33
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",0.08,1713148928.74,1713148928.82
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",45.44,1713148883.15,1713148928.59
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",0.08,1713148929.02,1713148929.11
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",44.72,1713148884.10,1713148928.82
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",0.08,1713148929.23,1713148929.32
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b026b939-7c3f-4b54-9b5a-3918458f7225.jsonl']",45.84,1713148883.16,1713148929.00
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b026b939-7c3f-4b54-9b5a-3918458f7225.jsonl']",0.08,1713148929.39,1713148929.48
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/176122dd-a0ac-4921-9e86-d99b73d2ec1e.jsonl']",270.40,1713148902.01,1713149172.41
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d53b839c-bfe3-40ff-807a-e92c60837456.jsonl']",267.80,1713148902.72,1713149170.52
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d53b839c-bfe3-40ff-807a-e92c60837456.jsonl']",4.41,1713149170.53,1713149174.94
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d53b839c-bfe3-40ff-807a-e92c60837456.jsonl']",291.96,1713148882.98,1713149174.94
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",0.00,1713149174.95,1713149174.95
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",2.52,1713149174.95,1713149177.47
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/176122dd-a0ac-4921-9e86-d99b73d2ec1e.jsonl']",2.50,1713149172.42,1713149174.92
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/176122dd-a0ac-4921-9e86-d99b73d2ec1e.jsonl']",291.96,1713148882.96,1713149174.92
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",0.00,1713149174.94,1713149174.94
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",2.53,1713149174.94,1713149177.47
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/0bccb401-3875-4636-b2c6-95d99b86a02b.jsonl']",270.59,1713148911.33,1713149181.92
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/0bccb401-3875-4636-b2c6-95d99b86a02b.jsonl']",0.07,1713149181.92,1713149181.99
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/0bccb401-3875-4636-b2c6-95d99b86a02b.jsonl']",298.95,1713148883.04,1713149181.99
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",0.00,1713149182.00,1713149182.00
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",0.37,1713149182.01,1713149182.37
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a1fc1809-9877-4bed-8801-d2b6a4ff9233.jsonl']",255.32,1713148927.17,1713149182.49
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/58f2f498-ba08-4542-842a-187b80cd9584.jsonl']",265.48,1713148918.30,1713149183.79
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/58f2f498-ba08-4542-842a-187b80cd9584.jsonl']",0.07,1713149183.79,1713149183.86
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/58f2f498-ba08-4542-842a-187b80cd9584.jsonl']",300.77,1713148883.09,1713149183.86
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",0.00,1713149183.87,1713149183.87
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",1.47,1713149183.87,1713149185.34
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a1fc1809-9877-4bed-8801-d2b6a4ff9233.jsonl']",0.13,1713149182.49,1713149182.62
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a1fc1809-9877-4bed-8801-d2b6a4ff9233.jsonl']",299.54,1713148883.08,1713149182.62
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",0.00,1713149182.63,1713149182.63
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",2.71,1713149182.63,1713149185.34
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",259.13,1713148929.32,1713149188.45
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",0.11,1713149188.45,1713149188.56
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",304.46,1713148884.10,1713149188.56
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",0.00,1713149188.57,1713149188.57
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",0.11,1713149188.57,1713149188.68
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",264.12,1713148928.79,1713149192.91
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",0.08,1713149192.91,1713149192.99
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",309.83,1713148883.17,1713149192.99
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",0.00,1713149193.00,1713149193.00
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",2.56,1713149193.00,1713149195.56
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",267.66,1713148928.81,1713149196.47
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",268.85,1713148928.82,1713149197.67
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b026b939-7c3f-4b54-9b5a-3918458f7225.jsonl']",268.73,1713148929.48,1713149198.21
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",269.72,1713148929.11,1713149198.83
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",0.08,1713149196.47,1713149196.55
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",313.81,1713148882.74,1713149196.55
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/408adfc3-2eb5-4ecf-95cd-39ba05a3381b.jsonl']",0.00,1713149196.56,1713149196.56
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/408adfc3-2eb5-4ecf-95cd-39ba05a3381b.jsonl']",2.59,1713149196.56,1713149199.15
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b026b939-7c3f-4b54-9b5a-3918458f7225.jsonl']",0.10,1713149198.21,1713149198.31
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b026b939-7c3f-4b54-9b5a-3918458f7225.jsonl']",315.15,1713148883.16,1713149198.31
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/04c7f478-e091-45bb-b4dd-f829fc8cc175.jsonl']",0.00,1713149198.32,1713149198.32
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/04c7f478-e091-45bb-b4dd-f829fc8cc175.jsonl']",1.82,1713149198.32,1713149200.14
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",0.07,1713149197.67,1713149197.74
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",314.62,1713148883.12,1713149197.74
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/79bb58f1-bef2-4304-a755-1bf2bcdcfa22.jsonl']",0.00,1713149197.75,1713149197.75
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/79bb58f1-bef2-4304-a755-1bf2bcdcfa22.jsonl']",2.39,1713149197.75,1713149200.14
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",0.06,1713149198.83,1713149198.90
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",315.75,1713148883.15,1713149198.90
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b72ec1eb-97ba-4542-b377-252326689c0b.jsonl']",0.00,1713149198.91,1713149198.91
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b72ec1eb-97ba-4542-b377-252326689c0b.jsonl']",1.24,1713149198.91,1713149200.15
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",276.02,1713148928.61,1713149204.63
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",0.10,1713149204.63,1713149204.74
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",321.58,1713148883.16,1713149204.74
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d9e25541-e336-4e88-8858-df43900e3a60.jsonl']",0.00,1713149204.75,1713149204.75
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d9e25541-e336-4e88-8858-df43900e3a60.jsonl']",0.33,1713149204.75,1713149205.08
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",253.65,1713149185.34,1713149438.99
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",0.07,1713149438.99,1713149439.07
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",256.44,1713149182.63,1713149439.07
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/37446c62-2f3b-469a-8c99-cde339d00703.jsonl']",0.00,1713149439.08,1713149439.08
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/37446c62-2f3b-469a-8c99-cde339d00703.jsonl']",0.11,1713149439.08,1713149439.19
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",262.29,1713149177.47,1713149439.76
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",0.35,1713149439.77,1713149440.12
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",265.17,1713149174.95,1713149440.12
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/f41f3fc4-fe7d-4e89-aac2-ea2171a39d70.jsonl']",0.00,1713149440.14,1713149440.14
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/f41f3fc4-fe7d-4e89-aac2-ea2171a39d70.jsonl']",0.11,1713149440.14,1713149440.25
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",264.11,1713149177.47,1713149441.58
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",254.07,1713149188.68,1713149442.75
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",258.29,1713149185.34,1713149443.63
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",0.25,1713149441.59,1713149441.84
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",266.91,1713149174.94,1713149441.84
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ab1f3899-b933-4411-b8ce-3d201cb6e2e8.jsonl']",0.00,1713149441.86,1713149441.86
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ab1f3899-b933-4411-b8ce-3d201cb6e2e8.jsonl']",2.54,1713149441.86,1713149444.40
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",0.06,1713149442.75,1713149442.81
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",254.24,1713149188.57,1713149442.81
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/99dbd02e-de3d-4976-9704-eaf71127e7f5.jsonl']",0.00,1713149442.82,1713149442.82
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/99dbd02e-de3d-4976-9704-eaf71127e7f5.jsonl']",2.04,1713149442.82,1713149444.86
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",0.07,1713149443.63,1713149443.70
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",259.82,1713149183.87,1713149443.70
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/953649da-cad0-4393-b7e7-644b099a4afa.jsonl']",0.00,1713149443.71,1713149443.71
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/953649da-cad0-4393-b7e7-644b099a4afa.jsonl']",1.34,1713149443.71,1713149445.05
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",265.28,1713149182.37,1713149447.66
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",0.06,1713149447.66,1713149447.72
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",265.71,1713149182.00,1713149447.72
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8ffd960b-406e-404a-a985-7146212d215d.jsonl']",0.00,1713149447.73,1713149447.73
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8ffd960b-406e-404a-a985-7146212d215d.jsonl']",2.52,1713149447.73,1713149450.25
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",260.45,1713149195.56,1713149456.02
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",0.06,1713149456.02,1713149456.08
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",263.08,1713149193.00,1713149456.08
