tags,elapsed_s,start_unix,end_unix
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a1fc1809-9877-4bed-8801-d2b6a4ff9233.jsonl']",0.08,1713150582.84,1713150582.92
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",50.86,1713150531.70,1713150582.56
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9702b9f8-c9c9-46fa-9296-3b0b1cd7b992.jsonl']",0.08,1713150583.00,1713150583.08
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",51.02,1713150531.71,1713150582.73
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/da0cbd30-06e6-4e15-bde7-e86705377876.jsonl']",0.08,1713150583.17,1713150583.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",51.52,1713150531.34,1713150582.86
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51a5bfd2-fe63-49c0-a598-9d03996e2f2c.jsonl']",0.09,1713150583.31,1713150583.40
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",51.22,1713150531.70,1713150582.92
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/92f40daf-5d39-44dc-a61b-cfee615d863d.jsonl']",0.08,1713150583.33,1713150583.42
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",51.45,1713150531.50,1713150582.95
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",0.08,1713150583.37,1713150583.45
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",211.97,1713150532.38,1713150744.35
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/740e0075-4852-47f5-8f2e-64ecf855dd02.jsonl']",0.10,1713150747.14,1713150747.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",211.87,1713150532.38,1713150744.25
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/166dea01-d826-415a-a8ac-3c29d380c0dd.jsonl']",0.10,1713150747.14,1713150747.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/79bb58f1-bef2-4304-a755-1bf2bcdcfa22.jsonl']",212.08,1713150532.38,1713150744.46
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/79bb58f1-bef2-4304-a755-1bf2bcdcfa22.jsonl']",0.11,1713150747.14,1713150747.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",212.25,1713150532.38,1713150744.63
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d663481f-db1a-4404-9387-3de383cd5846.jsonl']",0.11,1713150747.14,1713150747.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b72ec1eb-97ba-4542-b377-252326689c0b.jsonl']",212.21,1713150532.38,1713150744.59
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b72ec1eb-97ba-4542-b377-252326689c0b.jsonl']",0.11,1713150747.14,1713150747.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",212.06,1713150532.38,1713150744.44
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d5d18ed5-ba2e-4f96-a3f0-a76aef15e1ef.jsonl']",0.11,1713150747.14,1713150747.25
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ccd51e7a-85b5-4b0a-a1cb-6464d4780a43.jsonl']",212.27,1713150532.65,1713150744.93
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ccd51e7a-85b5-4b0a-a1cb-6464d4780a43.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/0f0f4f19-7f31-46c4-8a5e-7cf73ae90916.jsonl']",212.29,1713150532.65,1713150744.94
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/0f0f4f19-7f31-46c4-8a5e-7cf73ae90916.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b7f0569c-a862-4edd-ac81-17614b7e3c72.jsonl']",212.11,1713150532.65,1713150744.77
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b7f0569c-a862-4edd-ac81-17614b7e3c72.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/04c7f478-e091-45bb-b4dd-f829fc8cc175.jsonl']",212.02,1713150532.38,1713150744.40
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/04c7f478-e091-45bb-b4dd-f829fc8cc175.jsonl']",0.11,1713150747.14,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/6093dbc9-28b0-4368-a959-c19219987e8a.jsonl']",212.33,1713150532.65,1713150744.98
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/6093dbc9-28b0-4368-a959-c19219987e8a.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/484cfe0a-158a-49ea-981f-6a687e25c733.jsonl']",212.40,1713150532.65,1713150745.05
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/484cfe0a-158a-49ea-981f-6a687e25c733.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",212.07,1713150532.38,1713150744.45
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e6b659ae-c7fb-4c1a-b747-d176c59f73be.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",212.10,1713150532.38,1713150744.48
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/98b754c7-fdb9-4cd3-8c96-38e78e7d5ae4.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",212.15,1713150532.39,1713150744.55
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8804cadf-0c51-462d-95e1-0b8733a154e3.jsonl']",0.12,1713150747.14,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/558b6e8a-f6c6-4056-9247-4f3d061904d8.jsonl']",212.31,1713150532.65,1713150744.96
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/558b6e8a-f6c6-4056-9247-4f3d061904d8.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d9e25541-e336-4e88-8858-df43900e3a60.jsonl']",212.15,1713150532.35,1713150744.50
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d9e25541-e336-4e88-8858-df43900e3a60.jsonl']",0.12,1713150747.14,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/5f8f13be-9969-4357-ad4f-ebec5624a5d6.jsonl']",210.28,1713150532.62,1713150742.90
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/5f8f13be-9969-4357-ad4f-ebec5624a5d6.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/408adfc3-2eb5-4ecf-95cd-39ba05a3381b.jsonl']",210.40,1713150532.38,1713150742.78
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/408adfc3-2eb5-4ecf-95cd-39ba05a3381b.jsonl']",0.12,1713150747.14,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/03cce552-d48c-4af8-9c64-caad54bde606.jsonl']",212.42,1713150532.65,1713150745.07
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/03cce552-d48c-4af8-9c64-caad54bde606.jsonl']",0.11,1713150747.15,1713150747.26
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fd82b563-cdd7-4dde-b349-9156e617f795.jsonl']",212.13,1713150532.66,1713150744.79
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fd82b563-cdd7-4dde-b349-9156e617f795.jsonl']",0.12,1713150747.15,1713150747.27
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ec2e427b-d908-48d9-991f-741b9b1cf253.jsonl']",212.27,1713150532.65,1713150744.92
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ec2e427b-d908-48d9-991f-741b9b1cf253.jsonl']",0.12,1713150747.15,1713150747.27
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e038b3df-33dc-415c-9860-cf1e9602fb49.jsonl']",212.31,1713150532.65,1713150744.96
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e038b3df-33dc-415c-9860-cf1e9602fb49.jsonl']",0.12,1713150747.15,1713150747.27
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/1f31bcda-fb9f-480e-93c9-bf356ba4ec67.jsonl']",212.15,1713150532.65,1713150744.80
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/1f31bcda-fb9f-480e-93c9-bf356ba4ec67.jsonl']",0.12,1713150747.15,1713150747.27
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b048f4c9-699c-4541-a3ba-013fda89d8f2.jsonl']",215.77,1713150532.30,1713150748.08
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/b048f4c9-699c-4541-a3ba-013fda89d8f2.jsonl']",0.11,1713150750.42,1713150750.53
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/953649da-cad0-4393-b7e7-644b099a4afa.jsonl']",218.11,1713150532.30,1713150750.41
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/953649da-cad0-4393-b7e7-644b099a4afa.jsonl']",0.11,1713150750.77,1713150750.88
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9e8dbb04-4e2c-4212-9d60-d7a5bf4f8598.jsonl']",217.94,1713150532.31,1713150750.25
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9e8dbb04-4e2c-4212-9d60-d7a5bf4f8598.jsonl']",0.11,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/f41f3fc4-fe7d-4e89-aac2-ea2171a39d70.jsonl']",217.89,1713150532.31,1713150750.20
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/f41f3fc4-fe7d-4e89-aac2-ea2171a39d70.jsonl']",0.12,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/bd3b8a24-f651-4553-984d-eb4cd7a9f3c2.jsonl']",217.97,1713150532.31,1713150750.28
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/bd3b8a24-f651-4553-984d-eb4cd7a9f3c2.jsonl']",0.12,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/99dbd02e-de3d-4976-9704-eaf71127e7f5.jsonl']",217.98,1713150532.31,1713150750.29
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/99dbd02e-de3d-4976-9704-eaf71127e7f5.jsonl']",0.11,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8b9573cc-c5ca-448d-a814-d1f4e075c402.jsonl']",217.86,1713150532.31,1713150750.17
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8b9573cc-c5ca-448d-a814-d1f4e075c402.jsonl']",0.12,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/37446c62-2f3b-469a-8c99-cde339d00703.jsonl']",218.01,1713150532.31,1713150750.32
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/37446c62-2f3b-469a-8c99-cde339d00703.jsonl']",0.11,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ae20f3e8-32d0-40e6-82a4-5017f833c539.jsonl']",217.85,1713150532.31,1713150750.16
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ae20f3e8-32d0-40e6-82a4-5017f833c539.jsonl']",0.12,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8ffd960b-406e-404a-a985-7146212d215d.jsonl']",217.86,1713150532.31,1713150750.16
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/8ffd960b-406e-404a-a985-7146212d215d.jsonl']",0.12,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ab1f3899-b933-4411-b8ce-3d201cb6e2e8.jsonl']",218.12,1713150532.31,1713150750.42
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/ab1f3899-b933-4411-b8ce-3d201cb6e2e8.jsonl']",0.12,1713150750.77,1713150750.89
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/aafcbdef-ca0e-49f3-8a39-b687bf5df47e.jsonl']",217.92,1713150532.30,1713150750.23
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/aafcbdef-ca0e-49f3-8a39-b687bf5df47e.jsonl']",0.12,1713150750.77,1713150750.89
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d53b839c-bfe3-40ff-807a-e92c60837456.jsonl']",267.01,1713150557.24,1713150824.25
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d53b839c-bfe3-40ff-807a-e92c60837456.jsonl']",0.12,1713150824.25,1713150824.37
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d53b839c-bfe3-40ff-807a-e92c60837456.jsonl']",293.19,1713150531.18,1713150824.37
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/7683a269-0b96-4a38-a1af-bca5fc12c4f5.jsonl']",0.00,1713150824.38,1713150824.38
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/7683a269-0b96-4a38-a1af-bca5fc12c4f5.jsonl']",0.08,1713150824.38,1713150824.46
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/58f2f498-ba08-4542-842a-187b80cd9584.jsonl']",270.62,1713150568.35,1713150838.97
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/58f2f498-ba08-4542-842a-187b80cd9584.jsonl']",0.11,1713150838.97,1713150839.08
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/58f2f498-ba08-4542-842a-187b80cd9584.jsonl']",307.90,1713150531.18,1713150839.08
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/daca8720-7242-422d-b05a-d62b5211ae22.jsonl']",0.00,1713150839.09,1713150839.09
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/daca8720-7242-422d-b05a-d62b5211ae22.jsonl']",0.08,1713150839.09,1713150839.18
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",256.29,1713150583.45,1713150839.74
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",0.12,1713150839.74,1713150839.86
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/fb90bd71-324f-4324-863f-57410d10a9de.jsonl']",308.36,1713150531.50,1713150839.86
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/43a4adc6-96d9-4236-806b-09436944fc6f.jsonl']",0.00,1713150839.87,1713150839.87
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/43a4adc6-96d9-4236-806b-09436944fc6f.jsonl']",0.08,1713150839.87,1713150839.95
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",257.75,1713150582.16,1713150839.91
"['wrote-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",0.11,1713150839.91,1713150840.03
"['finished-embedding', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3abbc36-cce1-4527-a468-16a74bcc6d2a.jsonl']",308.46,1713150531.57,1713150840.03
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e65c144c-4edb-418d-bf27-d4bea223ef1c.jsonl']",0.00,1713150840.04,1713150840.04
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e65c144c-4edb-418d-bf27-d4bea223ef1c.jsonl']",0.08,1713150840.04,1713150840.12
"['computed-embeddings', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/0bccb401-3875-4636-b2c6-95d99b86a02b.jsonl']",270.53,1713150569.62,1713150840.14
